"cond_numeric"	"pair"	"rank_r"	"z_transformed_rank_r"	"adjusted_mutual_info"	"adjusted_rand_index"	"participant_a"	"participant_b"
1	"118-30"	-0.14771018455229	-0.148798732281442	-0.0433966587370508	-0.0441988950276243	118	30
1	"118-104"	0.172317156527683	0.174053751588857	0.0215926972104852	-0.017797552836485	118	104
1	"126-39"	0.465892002734108	0.504810575582538	0.691702123254868	0.746621621621622	126	39
1	"126-86"	0.367669172932331	0.385725259272587	0.261478169535838	0.193825042881647	126	86
1	"126-22"	-0.0312371838687628	-0.0312473498365845	0.628526750149113	0.661303979678239	126	22
1	"126-49"	0.367600820232399	0.385646224603063	0.706194790247099	0.749163879598662	126	49
1	"126-38"	-0.206698564593301	-0.209720090414812	0.0983221712910737	0.0451388888888889	126	38
1	"126-54"	0.245386192754614	0.250497425491432	0.523657701411562	0.535269709543568	126	54
1	"126-32"	0.0980177717019822	0.0983334950714918	0.700206793537593	0.75	126	32
1	"126-93"	0.459056732740943	0.49611551276427	0.706194790247099	0.749163879598662	126	93
1	"126-101"	0.198974709501025	0.201664770792589	1	1	126	101
1	"126-47"	0.172112098427888	0.173842426020319	0.706194790247099	0.749163879598662	126	47
1	"126-52"	0.445864661654135	0.479526926699722	1	1	126	52
1	"126-115"	-0.0525632262474368	-0.0526117155075299	0.469543878420351	0.423240033927057	126	115
1	"126-82"	0.335611756664388	0.349139014071145	0.706194790247099	0.749163879598662	126	82
1	"126-58"	0.178332194121668	0.180259569295362	0.497728952782691	0.45624468988955	126	58
1	"126-109"	0.273820915926179	0.280989800610236	1	1	126	109
1	"126-91"	0.348598769651401	0.363847801184207	1	1	126	91
1	"126-12"	-0.0897470950102529	-0.0899892234526102	0.414910911896587	0.293103448275862	126	12
1	"126-96"	0.189678742310321	0.192003900873017	0.759511864023881	0.660152931180969	126	96
1	"126-23"	0.250375939849624	0.255813854615545	1	1	126	23
1	"126-124"	-0.0721804511278196	-0.0723061982544541	0.580873062871624	0.593564775613887	126	124
1	"126-116"	-0.0139439507860561	-0.0139448546164427	0.497728952782691	0.45624468988955	126	116
1	"126-120"	0.0798359535201641	0.080006224076853	0.523657701411562	0.535269709543568	126	120
1	"126-83"	-0.193301435406699	-0.195764493839091	0.464721498320967	0.329896907216495	126	83
1	"126-18"	0.214217361585783	0.217587394326566	0.343472372745973	0.185441941074523	126	18
